date,open,high,low,close,volume
2025-05-27 18:49:52.642810,150.65522435572774,151.31118274599646,150.3750563252547,150.98792531780722,1176615
2025-05-28 18:49:52.642810,149.84401640425216,152.1157647003678,148.8073570995247,150.31865632331363,1187628
2025-05-29 18:49:52.642810,151.6342414233128,152.84709954263198,149.82721162478052,151.5819577686364,3735988
2025-05-30 18:49:52.642810,154.708703136751,154.72709723998426,152.6505731518982,154.13211038740658,3470784
2025-05-31 18:49:52.642810,155.04924209992697,155.25218518565904,153.41512692922012,154.80915841121066,4280143
2025-06-01 18:49:52.642810,154.39687077206293,155.72387431027903,152.722145707836,154.12711387581024,1406716
2025-06-02 18:49:52.642810,158.05460694551994,158.06473011321236,155.66415666042775,156.38313896286726,3543590
2025-06-03 18:49:52.642810,158.759480768997,159.08109687183202,157.78516015861734,158.37234384714634,4699391
2025-06-04 18:49:52.642810,157.1152906386798,159.79010149746966,155.49656832772277,158.6926339187365,3762174
2025-06-05 18:49:52.642810,159.3877118084211,160.77150220380648,156.82011922595072,158.44034601530907,1541252
2025-06-06 18:49:52.642810,158.555956945584,159.8598794645892,155.59003195537247,157.32417659253267,2686293
2025-06-07 18:49:52.642810,157.22548173634868,157.6740203552698,155.25535175665186,157.0818328617648,3349916
2025-06-08 18:49:52.642810,158.12878624425088,159.98251123525802,157.106101446529,158.55815279256294,3812150
2025-06-09 18:49:52.642810,153.74788258775493,154.22238076274854,152.24136934867477,153.24440193804915,4612610
2025-06-10 18:49:52.642810,150.35592138876407,151.30552622113038,148.75933103083054,150.65472682481183,3837579
2025-06-11 18:49:52.642810,149.04096270823524,151.2021027124116,147.74103484667972,149.70911990217556,3609305
2025-06-12 18:49:52.642810,146.2110566843375,147.93475931692856,144.8071229298221,146.63549351883412,3164367
2025-06-13 18:49:52.642810,147.00449595002647,149.94359261425194,145.41291061115427,148.2451457932636,2904050
2025-06-14 18:49:52.642810,145.0355233163709,147.02345699503664,143.25551263273576,145.70823121043594,1144356
2025-06-15 18:49:52.642810,143.42087836485442,144.55749557152535,142.73667888981095,143.412669203514,1203861
2025-06-16 18:49:52.642810,145.70806704232263,146.53376403734794,144.95690113704273,146.34641450169175,4099320
2025-06-17 18:49:52.642810,145.6449438615263,146.43478345346526,145.45697998184454,145.69935184734638,1355612
2025-06-18 18:49:52.642810,146.57799183642493,147.10839657178838,143.78687814668922,144.94343842868156,4600333
2025-06-19 18:49:52.642810,142.41194697444357,144.07194679408244,142.34006242685007,143.58396750732427,1009435
2025-06-20 18:49:52.642810,141.6453629131667,143.5913840226716,140.53496116077403,141.46615719703894,1447556
2025-06-21 18:49:52.642810,142.55754452360128,143.3437399729348,140.33418999789973,141.41947926731487,2748014
2025-06-22 18:49:52.642810,139.20205142265382,140.98614453300806,138.25292287052352,138.8260053747801,3962416
2025-06-23 18:49:52.642810,139.6498109480195,141.93991426673293,138.46814442688148,140.6776370147384,4721309
2025-06-24 18:49:52.642810,138.87407665435182,141.23932507929217,138.81307615447372,139.64970247220887,1078781
2025-06-25 18:49:52.642810,138.03362882344578,139.03890300965617,137.66966552929503,137.74436190679347,3288627
2025-06-26 18:49:52.642810,138.3671683291641,139.5209760984168,135.88675801975822,137.53195914107752,3257348
2025-06-27 18:49:52.642810,141.82857015262567,142.8136055402634,139.94493966107018,140.6653209438927,3323659
2025-06-28 18:49:52.642810,141.45214245704182,141.86616650043595,141.19802143173806,141.47568052483987,3403215
2025-06-29 18:49:52.642810,139.81283426648463,141.25773849700764,137.37415942400955,138.41864594411916,1764121
2025-06-30 18:49:52.642810,141.32234706411379,141.8838917889955,139.55689128032324,141.09687838652047,3873817
2025-07-01 18:49:52.642810,137.64645572814558,138.0954182358375,137.2148136731519,138.0467863029746,2739183
2025-07-02 18:49:52.642810,139.47616079736295,140.8554473696708,138.23037984572494,139.56450277785646,2169748
2025-07-03 18:49:52.642810,134.85038703645475,135.20460839526885,133.87604951092788,134.04674444091543,4502630
2025-07-04 18:49:52.642810,132.73021076515474,134.61112793386056,131.69409971458992,131.79746315692714,3582115
2025-07-05 18:49:52.642810,133.30123552641186,135.20909268041703,130.67329070590975,131.73599996904605,2504544
2025-07-06 18:49:52.642810,133.6219930364994,136.6651021035537,132.54072279327917,134.8353733231128,4464445
2025-07-07 18:49:52.642810,133.54882649799097,135.82371875620845,132.27396669499456,135.08340135569756,2107677
2025-07-08 18:49:52.642810,133.55329640924302,133.64422257264718,132.1011137417977,133.61330933958945,2544548
2025-07-09 18:49:52.642810,133.34943427023308,135.67182391022436,131.397730111308,133.81518678504892,1288790
2025-07-10 18:49:52.642810,131.1742042440907,132.03057254072533,130.14001841604573,131.17261911264814,1890617
2025-07-11 18:49:52.642810,129.81994746196895,131.7532571000563,128.5629749727727,129.2088879186552,3644489
2025-07-12 18:49:52.642810,127.1911130145991,130.16374986442725,125.60074062506169,128.23650991024874,4880693
2025-07-13 18:49:52.642810,130.31294781112967,132.0189667220644,129.23349328525128,129.77515778777544,2408836
2025-07-14 18:49:52.642810,130.81351179140904,131.4024095755482,129.286952479312,130.16489532072328,2641249
2025-07-15 18:49:52.642810,126.89682509532746,129.0172364474965,126.73991233264293,128.24704099029265,1650419
2025-07-16 18:49:52.642810,127.34050814784295,130.60388687053597,127.28980666101204,128.90161352750226,3530526
2025-07-17 18:49:52.642810,127.0058431951502,128.23065977720205,125.08054636579436,127.59681576688949,3817929
2025-07-18 18:49:52.642810,126.86258825955608,127.20157375292825,123.98286819280403,125.65482843382844,4693305
2025-07-19 18:49:52.642810,126.84652729345429,128.0121431035548,125.4545788812669,126.89854057863809,4518098
2025-07-20 18:49:52.642810,129.2997017178914,131.5863413804667,128.48179582906286,129.71403183214514,1887225
2025-07-21 18:49:52.642810,131.5307186304274,133.31096082589218,131.1841299902857,131.91890123254223,1271967
2025-07-22 18:49:52.642810,129.17350487095038,131.36054085490076,128.8606307856082,130.22041851472204,1191232
2025-07-23 18:49:52.642810,129.7713850799313,129.96573806747284,128.8870862098754,129.3875720062046,2352695
2025-07-24 18:49:52.642810,130.4152423671807,131.64525682057902,128.6759577401928,129.77441106960507,3106692
2025-07-25 18:49:52.642810,130.94500262319193,132.92511032340045,129.18052611613118,130.6097179615313,2589228
